Outlet_ID,Outlet_Size,Cooler_Count,Outlet_Type
OUT_12060,Extra Large,5.0,Hotel
OUT_12061,small,0.0,Eatery
OUT_12062,Medium,1.0,Eatery
OUT_12063,Medium,2.0,Kiosk
OUT_12064,Medium,1.0,Grocery
OUT_12065,small,0.0,Hotel
OUT_12066,small,1.0,Kiosk
OUT_12067,small,1.0,Bakery
OUT_12068,small,0.0,Kiosk
OUT_12069,small,1.0,Kiosk
OUT_12070,Medium,2.0,Kiosk
OUT_12071,Large,2.0,Hotel
OUT_12072,small,0.0,Grocery
OUT_12073,small,0.0,Eatery
OUT_12074,Large,5.0,Kiosk
OUT_12075,small,0.0,Pharmacy
OUT_12076,small,1.0,Eatery
OUT_12077,small,4.0,Grocery
OUT_12078,small,0.0,Hotel
OUT_12079,small,1.0,Hotel
OUT_12080,small,0.0,Pharmacy
OUT_12081,Large,2.0,Eatery
OUT_12082,Medium,1.0,Eatery
OUT_12083,Large,2.0,Grocery
OUT_12084,Medium,2.0,Pharmacy
OUT_12085,small,1.0,Bakery
OUT_12086,small,0.0,Hotel
OUT_12087,small,0.0,Eatery
OUT_12088,small,0.0,Grocery
OUT_12089,small,0.0,Pharmacy
OUT_12090,Medium,1.0,Eatery
OUT_12091,Large,3.0,Hotel
OUT_12092,small,1.0,Grocery
OUT_12093,small,0.0,Eatery
OUT_12094,small,1.0,Pharmacy
OUT_12095,Medium,2.0,Hotel
OUT_12096,Medium,2.0,Kiosk
OUT_12097,small,0.0,Pharmacy
OUT_12098,Medium,1.0,Kiosk
OUT_12099,small,0.0,SMMT
OUT_12100,small,0.0,Hotel
OUT_12101,small,1.0,Hotel
OUT_12102,small,0.0,Pharmacy
OUT_12103,small,0.0,Pharmacy
OUT_12104,small,0.0,Pharmacy
OUT_12105,small,1.0,Eatery
OUT_12106,small,0.0,Kiosk
OUT_12107,small,1.0,Kiosk
OUT_12108,Extra Large,4.0,Hotel
OUT_12109,Medium,2.0,Pharmacy
OUT_12110,Medium,1.0,Hotel
OUT_12111,small,1.0,Eatery
OUT_12112,small,0.0,Bakery
OUT_12113,Large,2.0,Bakery
OUT_12114,small,1.0,Kiosk
OUT_12115,Large,3.0,Pharmacy
OUT_12116,Medium,1.0,Bakery
OUT_12117,small,0.0,Kiosk
OUT_12118,Medium,2.0,Hotel
OUT_12119,small,0.0,Bakery
OUT_12120,Medium,2.0,Grocery
OUT_12121,Medium,2.0,Bakery
OUT_12122,small,0.0,Grocery
OUT_12123,Medium,1.0,Kiosk
OUT_12124,Medium,2.0,Grocery
OUT_12125,Medium,2.0,Kiosk
OUT_12126,small,0.0,Kiosk
OUT_12127,small,0.0,Hotel
OUT_12128,Medium,2.0,SMMT
OUT_12129,small,0.0,Kiosk
OUT_12130,small,0.0,Pharmacy
OUT_12131,Extra Large,2.0,SMMT
OUT_12132,small,0.0,Grocery
OUT_12133,small,0.0,Grocery
OUT_12134,Medium,2.0,Hotel
OUT_12135,small,4.0,Eatery
OUT_12136,Medium,2.0,Eatery
OUT_12137,Medium,1.0,Hotel
OUT_12138,Large,5.0,Hotel
OUT_12139,Large,4.0,Pharmacy
OUT_12140,small,0.0,Kiosk
OUT_12141,Extra Large,5.0,Hotel
OUT_12142,Extra Large,4.0,Hotel
OUT_12143,small,0.0,Eatery
OUT_12144,small,0.0,SMMT
OUT_12145,Large,3.0,Kiosk
OUT_12146,small,0.0,SMMT
OUT_12147,small,1.0,Pharmacy
OUT_12148,Large,5.0,Eatery
OUT_12149,small,1.0,Grocery
OUT_12150,small,0.0,Grocery
OUT_12151,small,1.0,SMMT
OUT_12152,Large,5.0,Kiosk
OUT_12153,Medium,2.0,SMMT
OUT_12154,Medium,1.0,Pharmacy
OUT_12155,small,0.0,Bakery
OUT_12156,small,0.0,Hotel
OUT_12157,Medium,1.0,Hotel
OUT_12158,small,0.0,Hotel
OUT_12159,Extra Large,4.0,SMMT
OUT_12160,Medium,1.0,Bakery
OUT_12161,small,0.0,Grocery
OUT_12162,Extra Large,3.0,Kiosk
OUT_12164,small,1.0,Pharmacy
OUT_12165,small,0.0,Eatery
OUT_12166,small,1.0,SMMT
OUT_12167,small,1.0,Grocery
OUT_12168,small,0.0,Hotel
OUT_12169,small,0.0,Pharmacy
OUT_12170,Medium,1.0,Grocery
OUT_12171,small,1.0,Grocery
OUT_12172,Medium,1.0,Bakery
OUT_12173,Medium,2.0,Grocery
OUT_12174,Medium,1.0,Eatery
OUT_12175,small,0.0,SMMT
OUT_12176,Medium,1.0,Grocery
OUT_12177,small,1.0,Grocery
OUT_12178,small,0.0,Pharmacy
OUT_12179,small,0.0,Grocery
OUT_12180,small,0.0,Kiosk
OUT_12181,small,1.0,Pharmacy
OUT_12182,Medium,1.0,SMMT
OUT_12183,small,1.0,Kiosk
OUT_12184,Medium,2.0,Grocery
OUT_12185,Medium,2.0,Kiosk
OUT_12186,small,0.0,Pharmacy
OUT_12187,Medium,1.0,Hotel
OUT_12188,small,1.0,Hotel
OUT_12189,Medium,2.0,Hotel
OUT_12190,small,0.0,Bakery
OUT_12191,small,0.0,Bakery
OUT_12192,small,0.0,Pharmacy
OUT_12193,small,0.0,Bakery
OUT_12194,Medium,1.0,Hotel
OUT_12195,small,0.0,SMMT
OUT_12196,small,1.0,Grocery
OUT_12197,Medium,1.0,Pharmacy
OUT_12198,Medium,1.0,Hotel
OUT_12199,small,1.0,Bakery
OUT_12200,Large,3.0,SMMT
OUT_12201,small,1.0,Kiosk
OUT_12202,small,1.0,SMMT
OUT_12203,Large,4.0,Bakery
OUT_12204,small,0.0,Bakery
OUT_12205,Extra Large,5.0,Pharmacy
OUT_12206,Extra Large,3.0,Grocery
OUT_12207,Medium,2.0,Eatery
OUT_12208,Medium,2.0,SMMT
OUT_12209,small,0.0,SMMT
OUT_12210,small,0.0,Bakery
OUT_12211,small,0.0,Eatery
OUT_12212,small,0.0,Kiosk
OUT_12213,small,1.0,Grocery
OUT_12214,Medium,2.0,Eatery
OUT_12215,Large,2.0,Kiosk
OUT_12216,Medium,2.0,SMMT
OUT_12217,small,0.0,Pharmacy
OUT_12218,small,0.0,Grocery
OUT_12219,small,2.0,Eatery
OUT_12220,Large,4.0,Bakery
OUT_12221,small,0.0,Kiosk
OUT_12222,small,0.0,SMMT
OUT_12223,Medium,2.0,SMMT
OUT_12224,Large,2.0,Pharmacy
OUT_12225,small,0.0,Grocery
OUT_12226,small,1.0,Pharmacy
OUT_12227,small,0.0,Grocery
OUT_12228,small,0.0,Hotel
OUT_12229,small,1.0,SMMT
OUT_12230,small,1.0,Grocery
OUT_12231,small,0.0,SMMT
OUT_12232,small,1.0,Eatery
OUT_12233,small,0.0,Bakery
OUT_12234,small,0.0,Eatery
OUT_12235,Medium,1.0,SMMT
OUT_12236,small,1.0,Bakery
OUT_12237,Large,5.0,Eatery
OUT_12238,small,1.0,Grocery
OUT_12239,Medium,2.0,SMMT
OUT_12240,small,0.0,SMMT
OUT_12241,small,0.0,Grocery
OUT_12242,Large,4.0,Pharmacy
OUT_12243,small,1.0,Kiosk
OUT_12244,Medium,2.0,Pharmacy
OUT_12245,small,0.0,SMMT
OUT_12246,small,1.0,Pharmacy
OUT_12247,small,0.0,Eatery
OUT_12248,Medium,2.0,SMMT
OUT_12249,Extra Large,2.0,Hotel
OUT_12250,Large,3.0,SMMT
OUT_12251,small,0.0,Grocery
OUT_12252,small,0.0,Grocery
OUT_12253,Medium,2.0,Pharmacy
OUT_12254,small,0.0,Bakery
OUT_12255,Large,4.0,SMMT
OUT_12256,Large,4.0,SMMT
OUT_12257,small,0.0,Pharmacy
OUT_12258,Extra Large,2.0,Kiosk
OUT_12259,Medium,1.0,Bakery
OUT_12260,small,0.0,Grocery
OUT_12261,small,1.0,Pharmacy
OUT_12262,Medium,1.0,Hotel
OUT_12263,Extra Large,3.0,Hotel
OUT_12264,Extra Large,5.0,Hotel
OUT_12265,Medium,2.0,SMMT
OUT_12266,small,1.0,SMMT
OUT_12267,Medium,2.0,Grocery
OUT_12268,Extra Large,5.0,Hotel
OUT_12269,small,1.0,Pharmacy
OUT_12270,Medium,2.0,Eatery
OUT_12271,small,0.0,Hotel
OUT_12272,Medium,2.0,Grocery
OUT_12273,Medium,2.0,Hotel
OUT_12274,small,1.0,Kiosk
OUT_12275,Medium,2.0,Bakery
OUT_12276,small,0.0,Bakery
OUT_12277,Extra Large,2.0,SMMT
OUT_12278,small,1.0,Hotel
OUT_12279,Medium,2.0,Eatery
OUT_12280,Medium,2.0,Grocery
OUT_12281,Medium,1.0,Eatery
OUT_12282,Medium,2.0,Hotel
OUT_12283,Large,4.0,Bakery
OUT_12284,small,0.0,Kiosk
OUT_12285,Medium,2.0,Hotel
OUT_12286,small,1.0,Bakery
OUT_12287,small,0.0,Grocery
OUT_12288,small,0.0,Bakery
OUT_12289,small,1.0,Grocery
OUT_12290,small,0.0,Grocery
OUT_12291,Large,3.0,Bakery
OUT_12292,Medium,2.0,Eatery
OUT_12293,small,1.0,Grocery
OUT_12294,Medium,1.0,Eatery
OUT_12295,Large,2.0,Eatery
OUT_12296,small,1.0,Bakery
OUT_12297,Medium,2.0,Grocery
OUT_12298,Medium,1.0,Kiosk
OUT_12299,small,0.0,Grocery
OUT_12300,small,0.0,Grocery
OUT_12301,Large,2.0,Pharmacy
OUT_12302,small,1.0,Eatery
OUT_12303,small,0.0,Kiosk
OUT_12304,small,0.0,Kiosk
OUT_12305,small,0.0,Hotel
OUT_12306,Extra Large,3.0,Hotel
OUT_12307,small,0.0,Bakery
OUT_12308,Medium,2.0,Eatery
OUT_12309,small,0.0,Eatery
OUT_12310,Medium,2.0,Pharmacy
OUT_12311,Medium,2.0,SMMT
OUT_12312,Medium,2.0,SMMT
OUT_12313,small,0.0,Bakery
OUT_12314,Medium,1.0,Pharmacy
OUT_12315,small,0.0,Pharmacy
OUT_12316,small,1.0,Hotel
OUT_12317,small,0.0,Eatery
OUT_12318,small,0.0,Pharmacy
OUT_12319,small,0.0,Grocery
OUT_12320,small,1.0,Pharmacy
OUT_12321,small,0.0,Pharmacy
OUT_12322,small,1.0,SMMT
OUT_12323,small,1.0,Pharmacy
OUT_12324,Medium,1.0,Bakery
OUT_12325,Medium,1.0,Grocery
OUT_12326,small,1.0,Kiosk
OUT_12327,Large,4.0,Grocery
OUT_12328,Medium,1.0,Bakery
OUT_12329,small,0.0,Grocery
OUT_12330,small,1.0,Eatery
OUT_12331,Large,4.0,Grocery
OUT_12332,Medium,2.0,Bakery
OUT_12333,Medium,2.0,Bakery
OUT_12334,Extra Large,5.0,Kiosk
OUT_12335,Medium,1.0,Hotel
OUT_12336,small,0.0,SMMT
OUT_12337,small,0.0,Hotel
OUT_12338,Medium,1.0,Grocery
OUT_12339,small,0.0,Eatery
OUT_12340,Medium,1.0,Grocery
OUT_12341,small,1.0,Grocery
OUT_12342,small,0.0,SMMT
OUT_12343,Large,2.0,Kiosk
OUT_12344,Medium,2.0,Pharmacy
OUT_12345,Extra Large,5.0,Eatery
OUT_12346,Large,3.0,Hotel
OUT_12347,Medium,2.0,Bakery
OUT_12348,Extra Large,3.0,Kiosk
OUT_12349,Medium,2.0,SMMT
OUT_12350,small,0.0,Hotel
OUT_12351,small,1.0,Eatery
OUT_12352,small,0.0,SMMT
OUT_12353,small,1.0,Grocery
OUT_12354,small,1.0,Eatery
OUT_12355,Medium,2.0,Kiosk
OUT_12356,small,0.0,Bakery
OUT_12357,small,0.0,Eatery
OUT_12358,small,5.0,Pharmacy
OUT_12359,small,0.0,Grocery
OUT_12360,Large,4.0,SMMT
OUT_12361,small,0.0,Grocery
OUT_12362,small,0.0,Eatery
OUT_12363,small,1.0,Grocery
OUT_12364,small,0.0,Kiosk
OUT_12365,small,1.0,Pharmacy
OUT_12366,small,0.0,Kiosk
OUT_12367,Medium,2.0,Bakery
OUT_12368,Extra Large,3.0,Hotel
OUT_12369,Large,3.0,Bakery
OUT_12370,Medium,2.0,Kiosk
OUT_12371,Large,3.0,Pharmacy
OUT_12372,Extra Large,2.0,Eatery
OUT_12373,Medium,1.0,Pharmacy
OUT_12374,Medium,2.0,Kiosk
OUT_12375,Medium,2.0,Grocery
OUT_12376,Large,4.0,Kiosk
OUT_12377,small,0.0,SMMT
OUT_12378,Medium,2.0,SMMT
OUT_12379,small,1.0,Grocery
OUT_12380,small,1.0,Kiosk
OUT_12381,Large,4.0,SMMT
OUT_12382,small,1.0,Grocery
OUT_12383,small,1.0,Eatery
OUT_12384,Large,5.0,Eatery
OUT_12385,small,0.0,Hotel
OUT_12386,small,0.0,SMMT
OUT_12387,Medium,2.0,Grocery
OUT_12388,Large,5.0,Pharmacy
OUT_12389,Medium,1.0,Eatery
OUT_12390,small,1.0,Kiosk
OUT_12391,Medium,2.0,SMMT
OUT_12392,small,0.0,Kiosk
OUT_12393,Medium,1.0,Eatery
OUT_12394,Large,2.0,Pharmacy
OUT_12395,small,0.0,Bakery
OUT_12396,Large,5.0,Kiosk
OUT_12397,small,0.0,Kiosk
OUT_12398,Extra Large,3.0,Grocery
OUT_12399,Medium,1.0,Eatery
OUT_12400,Extra Large,3.0,Pharmacy
OUT_12401,Large,4.0,Bakery
OUT_12402,Medium,1.0,Hotel
OUT_12403,small,0.0,Hotel
OUT_12404,small,0.0,Eatery
OUT_12405,small,0.0,Bakery
OUT_12406,Medium,2.0,Kiosk
OUT_12408,small,0.0,SMMT
OUT_12409,Medium,2.0,Grocery
OUT_12410,Medium,1.0,Eatery
OUT_12411,small,0.0,Pharmacy
OUT_12412,Medium,2.0,Bakery
OUT_12413,Medium,2.0,Hotel
OUT_12414,Large,2.0,Eatery
OUT_12415,Medium,2.0,Kiosk
OUT_12416,Medium,2.0,Grocery
OUT_12417,Large,3.0,Grocery
OUT_12418,Medium,2.0,Kiosk
OUT_12419,small,1.0,Grocery
OUT_12420,Medium,1.0,Hotel
OUT_12421,Medium,2.0,Kiosk
OUT_12422,small,1.0,Eatery
OUT_12423,Medium,1.0,Bakery
OUT_12424,Large,2.0,Bakery
OUT_12425,Extra Large,3.0,Grocery
OUT_12426,small,1.0,Hotel
OUT_12427,small,0.0,Kiosk
OUT_12428,small,0.0,Eatery
OUT_12429,Medium,2.0,Eatery
OUT_12430,Medium,1.0,Bakery
OUT_12431,small,0.0,Pharmacy
OUT_12432,small,2.0,SMMT
OUT_12433,small,0.0,Bakery
OUT_12434,Medium,2.0,Pharmacy
OUT_12435,Medium,2.0,Kiosk
OUT_12436,Large,3.0,Kiosk
OUT_12437,small,0.0,Bakery
OUT_12438,small,0.0,Grocery
OUT_12439,small,0.0,Pharmacy
OUT_12440,Large,4.0,SMMT
OUT_12441,small,0.0,Kiosk
OUT_12442,Medium,1.0,Bakery
OUT_12443,small,1.0,Eatery
OUT_12444,Large,2.0,Bakery
OUT_12445,Extra Large,2.0,Grocery
OUT_12446,Medium,2.0,Eatery
OUT_12447,small,1.0,Pharmacy
OUT_12448,Medium,2.0,Kiosk
OUT_12449,small,1.0,Eatery
OUT_12450,Medium,1.0,Grocery
OUT_12451,small,0.0,Eatery
OUT_12452,small,0.0,Eatery
OUT_12453,small,0.0,SMMT
OUT_12454,small,1.0,Kiosk
OUT_12455,small,0.0,Bakery
OUT_12456,Large,2.0,Grocery
OUT_12457,small,0.0,Pharmacy
OUT_12458,small,1.0,Pharmacy
OUT_12459,Medium,2.0,Grocery
OUT_12460,Large,3.0,Hotel
OUT_12461,small,1.0,Bakery
OUT_12462,small,0.0,Hotel
OUT_12463,Large,4.0,Eatery
OUT_12464,Medium,1.0,Bakery
OUT_12465,small,0.0,Hotel
OUT_12466,small,1.0,Eatery
OUT_12467,small,0.0,Bakery
OUT_12468,small,0.0,Kiosk
OUT_12469,Large,4.0,Grocery
OUT_12470,Medium,1.0,Grocery
OUT_12471,small,0.0,Bakery
OUT_12472,small,0.0,SMMT
OUT_12473,Medium,2.0,Grocery
OUT_12474,small,0.0,SMMT
OUT_12475,small,0.0,Eatery
OUT_12476,Medium,2.0,Kiosk
OUT_12477,small,0.0,Kiosk
OUT_12478,small,0.0,Bakery
OUT_12479,Medium,1.0,Kiosk
OUT_12480,Large,4.0,Hotel
OUT_12481,small,1.0,SMMT
OUT_12482,Large,4.0,Bakery
OUT_12483,Large,4.0,SMMT
OUT_12484,Extra Large,4.0,Bakery
OUT_12485,Large,5.0,SMMT
OUT_12486,small,0.0,Kiosk
OUT_12487,small,1.0,Bakery
OUT_12488,Large,4.0,Eatery
OUT_12489,small,1.0,SMMT
OUT_12490,small,0.0,Pharmacy
OUT_12491,small,0.0,SMMT
OUT_12492,Extra Large,3.0,Hotel
OUT_12493,small,1.0,Grocery
OUT_12494,Extra Large,2.0,Pharmacy
OUT_12495,Medium,2.0,Pharmacy
OUT_12496,Medium,2.0,Eatery
OUT_12497,small,0.0,Eatery
OUT_12498,Medium,1.0,Hotel
OUT_12499,small,0.0,Hotel
OUT_12500,small,0.0,Grocery
OUT_12501,Medium,1.0,SMMT
OUT_12502,Large,4.0,Bakery
OUT_12503,Medium,1.0,Grocery
OUT_12504,small,0.0,Eatery
OUT_12505,small,0.0,Pharmacy
OUT_12506,small,1.0,Grocery
OUT_12507,Large,4.0,Kiosk
OUT_12508,Medium,1.0,Pharmacy
OUT_12509,Large,4.0,Hotel
OUT_12510,small,1.0,Grocery
OUT_12511,small,0.0,Kiosk
OUT_12512,Medium,1.0,Eatery
OUT_12513,Medium,1.0,Grocery
OUT_12514,Extra Large,5.0,Eatery
OUT_12515,Medium,2.0,Eatery
OUT_12516,small,0.0,Hotel
OUT_12517,small,1.0,Pharmacy
OUT_12518,Large,5.0,Grocery
OUT_12519,small,0.0,Kiosk
OUT_12521,small,0.0,Eatery
OUT_12522,Large,3.0,Eatery
OUT_12523,Medium,1.0,Eatery
OUT_12524,small,0.0,Pharmacy
OUT_12525,small,0.0,Grocery
OUT_12526,small,1.0,Eatery
OUT_12527,small,0.0,Pharmacy
OUT_12528,small,0.0,Grocery
OUT_12529,Large,3.0,Pharmacy
OUT_12530,Large,3.0,Hotel
OUT_12531,Large,4.0,Bakery
OUT_12532,small,0.0,Grocery
OUT_12533,small,0.0,Grocery
OUT_12535,small,0.0,SMMT
OUT_12536,Large,5.0,Grocery
OUT_12537,small,0.0,Grocery
OUT_12538,Medium,2.0,Grocery
OUT_12539,small,1.0,Hotel
OUT_12540,small,0.0,Bakery
OUT_12541,small,0.0,Bakery
OUT_12542,Medium,1.0,Pharmacy
OUT_12543,small,2.0,Bakery
OUT_12544,Medium,2.0,Grocery
OUT_12546,small,1.0,Hotel
OUT_12547,small,1.0,SMMT
OUT_12548,small,1.0,Pharmacy
OUT_12549,small,1.0,Grocery
OUT_12550,small,1.0,SMMT
OUT_12551,small,0.0,Eatery
OUT_12552,Large,3.0,Grocery
OUT_12553,Medium,2.0,Grocery
OUT_12554,small,1.0,Kiosk
OUT_12555,small,1.0,Pharmacy
OUT_12556,small,0.0,Kiosk
OUT_12557,small,1.0,Hotel
OUT_12558,small,1.0,Bakery
OUT_12559,small,1.0,Hotel
OUT_12560,small,0.0,Bakery
OUT_12561,Extra Large,2.0,Grocery
OUT_12562,Large,5.0,Hotel
OUT_12563,Large,3.0,Bakery
OUT_12564,Medium,1.0,Bakery
OUT_12565,small,1.0,Bakery
OUT_12566,small,1.0,Pharmacy
OUT_12567,small,0.0,Eatery
OUT_12568,small,0.0,SMMT
OUT_12569,Large,3.0,Grocery
OUT_12570,Medium,1.0,Pharmacy
OUT_12571,small,1.0,Bakery
OUT_12572,Large,5.0,Pharmacy
OUT_12573,small,0.0,Bakery
OUT_12574,small,1.0,Kiosk
OUT_12575,Medium,2.0,Grocery
OUT_12576,small,0.0,Bakery
OUT_12577,small,1.0,Kiosk
OUT_12578,Medium,1.0,Hotel
OUT_12579,Medium,2.0,Hotel
OUT_12580,Large,3.0,Pharmacy
OUT_12581,Large,3.0,Hotel
OUT_12582,Large,2.0,Pharmacy
OUT_12583,small,0.0,Hotel
OUT_12584,small,1.0,Hotel
OUT_12585,small,0.0,Hotel
OUT_12586,small,0.0,Grocery
OUT_12587,Large,3.0,Grocery
OUT_12588,Extra Large,2.0,Eatery
OUT_12589,small,1.0,SMMT
OUT_12590,small,0.0,Pharmacy
OUT_12591,Medium,1.0,Hotel
OUT_12592,Extra Large,2.0,SMMT
OUT_12593,Medium,2.0,SMMT
OUT_12594,Large,5.0,Grocery
OUT_12595,Medium,1.0,Kiosk
OUT_12596,Large,5.0,Kiosk
OUT_12597,small,2.0,Pharmacy
OUT_12598,Large,5.0,Kiosk
OUT_12599,small,0.0,Bakery
OUT_12600,Medium,1.0,Hotel
OUT_12601,small,0.0,Hotel
OUT_12602,small,1.0,Eatery
OUT_12603,Large,3.0,SMMT
OUT_12604,Medium,2.0,SMMT
OUT_12605,Medium,1.0,SMMT
OUT_12606,Medium,2.0,SMMT
OUT_12607,Medium,2.0,Hotel
OUT_12608,small,0.0,Bakery
OUT_12609,small,1.0,Grocery
OUT_12611,Medium,1.0,Kiosk
OUT_12612,small,0.0,Pharmacy
OUT_12613,small,0.0,SMMT
OUT_12614,small,0.0,SMMT
OUT_12615,Medium,1.0,Hotel
OUT_12616,small,0.0,Kiosk
OUT_12617,small,0.0,Hotel
OUT_12618,Medium,2.0,Eatery
OUT_12619,small,0.0,Grocery
OUT_12620,small,0.0,Pharmacy
OUT_12621,Large,5.0,Kiosk
OUT_12622,small,0.0,Bakery
OUT_12623,Large,3.0,Pharmacy
OUT_12624,Extra Large,2.0,Eatery
OUT_12625,Extra Large,3.0,Pharmacy
OUT_12626,small,1.0,Hotel
OUT_12627,small,1.0,SMMT
OUT_12628,Medium,1.0,Grocery
OUT_12629,Large,2.0,Eatery
OUT_12630,Medium,2.0,Hotel
OUT_12631,small,0.0,Eatery
OUT_12632,Large,5.0,SMMT
OUT_12633,small,0.0,Eatery
OUT_12634,small,4.0,Hotel
OUT_12635,Medium,2.0,Pharmacy
OUT_12636,small,1.0,Hotel
OUT_12637,small,0.0,Bakery
OUT_12638,Extra Large,3.0,Eatery
OUT_12639,small,0.0,Bakery
OUT_12640,small,0.0,Eatery
OUT_12641,Large,2.0,Hotel
OUT_12642,Extra Large,2.0,Bakery
OUT_12643,Medium,1.0,SMMT
OUT_12644,Medium,2.0,Hotel
OUT_12645,small,0.0,Kiosk
OUT_12646,small,1.0,SMMT
OUT_12647,small,0.0,Grocery
OUT_12648,small,1.0,Hotel
OUT_12649,small,0.0,SMMT
OUT_12650,small,0.0,Bakery
OUT_12651,small,0.0,Grocery
OUT_12652,Medium,1.0,Bakery
OUT_12653,Medium,2.0,Eatery
OUT_12654,Large,3.0,Bakery
OUT_12655,small,2.0,Grocery
OUT_12656,small,0.0,SMMT
OUT_12657,small,1.0,Grocery
OUT_12658,Extra Large,5.0,SMMT
OUT_12659,small,1.0,Kiosk
OUT_12660,Medium,2.0,Hotel
OUT_12662,small,1.0,Eatery
OUT_12663,small,0.0,Hotel
OUT_12664,Medium,1.0,SMMT
OUT_12665,small,1.0,Hotel
OUT_12666,Large,4.0,Eatery
OUT_12667,small,0.0,Pharmacy
OUT_12668,Medium,2.0,SMMT
OUT_12670,Medium,2.0,Bakery
OUT_12671,small,2.0,Bakery
OUT_12672,Large,5.0,Pharmacy
OUT_12673,small,0.0,Pharmacy
OUT_12674,small,0.0,Bakery
OUT_12675,Extra Large,5.0,Eatery
OUT_12676,small,0.0,Grocery
OUT_12677,Medium,1.0,Kiosk
OUT_12678,Medium,2.0,Pharmacy
OUT_12679,small,0.0,Eatery
OUT_12680,small,0.0,Bakery
OUT_12681,small,0.0,SMMT
OUT_12682,Large,3.0,Kiosk
OUT_12683,Extra Large,3.0,Kiosk
OUT_12684,small,0.0,Hotel
OUT_12685,small,0.0,Grocery
OUT_12686,small,0.0,Kiosk
OUT_12687,small,0.0,Eatery
OUT_12688,small,0.0,Eatery
OUT_12689,Medium,2.0,Hotel
OUT_12690,Medium,2.0,Grocery
OUT_12691,Extra Large,3.0,Bakery
OUT_12692,Medium,2.0,SMMT
OUT_12693,Medium,1.0,Hotel
OUT_12694,small,5.0,Pharmacy
OUT_12695,small,0.0,Kiosk
OUT_12696,small,1.0,Eatery
OUT_12697,Large,5.0,Hotel
OUT_12698,Medium,2.0,Grocery
OUT_12699,small,0.0,Pharmacy
OUT_12700,small,0.0,Eatery
OUT_12701,small,0.0,Eatery
OUT_12702,Large,3.0,Eatery
OUT_12703,small,0.0,Hotel
OUT_12704,Large,3.0,Eatery
OUT_12705,Large,4.0,Grocery
OUT_12706,Medium,1.0,Pharmacy
OUT_12707,Medium,2.0,Eatery
OUT_12708,small,0.0,Hotel
OUT_12709,Medium,1.0,Bakery
OUT_12710,small,0.0,Eatery
OUT_12711,small,1.0,Kiosk
OUT_12712,Medium,1.0,Eatery
OUT_12713,small,0.0,Pharmacy
OUT_12714,Medium,2.0,Grocery
OUT_12716,Medium,2.0,Hotel
OUT_12717,Medium,1.0,Kiosk
OUT_12718,small,0.0,Eatery
OUT_12719,Medium,1.0,Bakery
OUT_12720,small,0.0,SMMT
OUT_12721,small,0.0,Grocery
OUT_12722,Medium,1.0,Grocery
OUT_12723,small,0.0,Pharmacy
OUT_12724,small,0.0,SMMT
OUT_12725,small,0.0,Eatery
OUT_12726,small,0.0,SMMT
OUT_12728,Extra Large,2.0,Kiosk
OUT_12729,Medium,1.0,Kiosk
OUT_12730,Large,4.0,Grocery
OUT_12731,Medium,1.0,Pharmacy
OUT_12732,small,0.0,Kiosk
OUT_12733,small,0.0,SMMT
OUT_12734,Large,2.0,Hotel
OUT_12735,Medium,1.0,Hotel
OUT_12736,small,0.0,Kiosk
OUT_12737,small,0.0,Kiosk
OUT_12738,small,0.0,Pharmacy
OUT_12739,small,0.0,Pharmacy
OUT_12740,Large,5.0,Pharmacy
OUT_12741,small,0.0,Eatery
OUT_12742,Extra Large,3.0,Eatery
OUT_12743,Medium,1.0,Eatery
OUT_12744,Medium,2.0,Eatery
OUT_12745,Large,2.0,Pharmacy
OUT_12746,small,1.0,Pharmacy
OUT_12747,small,1.0,Hotel
OUT_12748,small,0.0,Eatery
OUT_12749,small,1.0,Hotel
OUT_12750,Medium,1.0,Grocery
OUT_12751,small,0.0,Grocery
OUT_12752,small,1.0,Kiosk
OUT_12753,Medium,2.0,Hotel
OUT_12754,Large,3.0,Hotel
OUT_12755,Medium,1.0,Kiosk
OUT_12756,small,1.0,Hotel
OUT_12757,small,0.0,Kiosk
OUT_12758,small,0.0,Pharmacy
OUT_12759,small,0.0,Eatery
OUT_12760,small,0.0,Pharmacy
OUT_12761,small,0.0,Eatery
OUT_12762,small,1.0,Hotel
OUT_12763,Medium,1.0,Bakery
OUT_12764,small,1.0,SMMT
OUT_12765,small,0.0,Bakery
OUT_12766,small,0.0,Kiosk
OUT_12767,small,1.0,Kiosk
OUT_12768,small,0.0,Hotel
OUT_12769,Large,3.0,Grocery
OUT_12770,small,1.0,Hotel
OUT_12771,small,0.0,Bakery
OUT_12772,small,0.0,Kiosk
OUT_12773,small,0.0,Grocery
OUT_12774,small,0.0,Pharmacy
OUT_12775,small,0.0,Eatery
OUT_12776,small,0.0,Grocery
OUT_12777,Medium,2.0,Eatery
OUT_12778,small,0.0,Hotel
OUT_12779,small,1.0,Grocery
OUT_12780,small,1.0,Bakery
OUT_12781,small,1.0,SMMT
OUT_12782,Medium,1.0,Grocery
OUT_12783,Large,3.0,Eatery
OUT_12784,Medium,1.0,Pharmacy
OUT_12785,Medium,1.0,SMMT
OUT_12786,small,1.0,Pharmacy
OUT_12787,small,1.0,Eatery
OUT_12788,Medium,1.0,Bakery
OUT_12789,Medium,1.0,Hotel
OUT_12790,Medium,1.0,Hotel
OUT_12791,small,0.0,Bakery
OUT_12792,Medium,1.0,Pharmacy
