Outlet_ID,Trade_Spend_Allocation_LKR
OUT_03098,0
OUT_03100,0
OUT_03101,0
OUT_03102,0
OUT_03103,0
OUT_03104,0
OUT_03105,0
OUT_03106,0
OUT_03107,0
OUT_03108,0
OUT_03109,0
OUT_03110,0
OUT_03111,0
OUT_03112,0
OUT_03113,0
OUT_03114,0
OUT_03115,0
OUT_03116,0
OUT_03117,0
OUT_03118,0
OUT_03119,0
OUT_03120,0
OUT_03121,0
OUT_03122,0
OUT_03123,0
OUT_03124,0
OUT_03125,0
OUT_03126,0
OUT_03127,0
OUT_03129,2000
OUT_03130,0
OUT_03131,2000
OUT_03132,0
OUT_03133,0
OUT_03134,2000
OUT_03135,0
OUT_03136,0
OUT_03137,0
OUT_03138,0
OUT_03139,0
OUT_03140,0
OUT_03141,0
OUT_03142,0
OUT_03143,0
OUT_03144,0
OUT_03145,0
OUT_03146,0
OUT_03147,0
OUT_03148,5000
OUT_03149,0
OUT_03150,0
OUT_03151,0
OUT_03152,0
OUT_03153,0
OUT_03154,2000
OUT_03155,0
OUT_03156,0
OUT_03157,2000
OUT_03158,0
OUT_03159,0
OUT_03160,0
OUT_03161,0
OUT_03162,0
OUT_03163,0
OUT_03164,0
OUT_03165,0
OUT_03166,0
OUT_03167,5000
OUT_03168,0
OUT_03169,0
OUT_03170,0
OUT_03171,0
OUT_03172,0
OUT_03173,0
OUT_03174,0
OUT_03175,0
OUT_03176,0
OUT_03177,0
OUT_03178,0
OUT_03179,0
OUT_03180,0
OUT_03181,0
OUT_03182,0
OUT_03183,2000
OUT_03184,0
OUT_03185,0
OUT_03186,0
OUT_03187,0
OUT_03188,0
OUT_03189,0
OUT_03190,0
OUT_03191,2000
OUT_03193,0
OUT_03194,0
OUT_03195,0
OUT_03196,0
OUT_03197,0
OUT_03198,0
OUT_03199,0
OUT_03200,0
OUT_03201,0
OUT_03202,0
OUT_03203,0
OUT_03204,2000
OUT_03205,0
OUT_03206,0
OUT_03207,0
OUT_03208,5000
OUT_03209,0
OUT_03210,0
OUT_03211,0
OUT_03212,0
OUT_03213,0
OUT_03214,0
OUT_03215,0
OUT_03216,2000
OUT_03217,0
OUT_03218,0
OUT_03219,0
OUT_03220,0
OUT_03221,0
OUT_03222,0
OUT_03223,0
OUT_03224,0
OUT_03225,0
OUT_03226,0
OUT_03227,0
OUT_03228,2000
OUT_03229,5000
OUT_03230,0
OUT_03231,0
OUT_03232,0
OUT_03233,0
OUT_03234,0
OUT_03235,0
OUT_03236,0
OUT_03237,0
OUT_03238,0
OUT_03239,0
OUT_03240,0
OUT_03241,0
OUT_03242,2000
OUT_03243,0
OUT_03244,0
OUT_03245,0
OUT_03246,0
OUT_03247,0
OUT_03248,0
OUT_03249,0
OUT_03250,0
OUT_03251,2000
OUT_03252,2000
OUT_03253,0
OUT_03254,0
OUT_03255,0
OUT_03256,0
OUT_03257,0
OUT_03258,2000
OUT_03259,0
OUT_03260,2000
OUT_03261,0
OUT_03262,0
OUT_03263,0
OUT_03264,2000
OUT_03265,0
OUT_03266,0
OUT_03267,0
OUT_03268,0
OUT_03269,0
OUT_03270,0
OUT_03271,0
OUT_03272,0
OUT_03273,0
OUT_03274,5000
OUT_03275,0
OUT_03276,0
OUT_03277,0
OUT_03278,0
OUT_03279,0
OUT_03280,0
OUT_03281,2000
OUT_03283,2000
OUT_03284,0
OUT_03285,0
OUT_03286,0
OUT_03287,5000
OUT_03288,0
OUT_03289,0
OUT_03290,0
OUT_03291,0
OUT_03292,0
OUT_03293,0
OUT_03294,0
OUT_03295,0
OUT_03296,2000
OUT_03297,2000
OUT_03298,0
OUT_03299,0
OUT_03300,0
OUT_03301,0
OUT_03302,2000
OUT_03303,0
OUT_03304,0
OUT_03305,0
OUT_03306,2000
OUT_03307,0
OUT_03308,0
OUT_03309,0
OUT_03311,0
OUT_03312,2000
OUT_03313,0
OUT_03314,0
OUT_03315,5000
OUT_03317,0
OUT_03318,0
OUT_03319,0
OUT_03320,0
OUT_03321,0
OUT_03322,2000
OUT_03323,0
OUT_03324,2000
OUT_03325,2000
OUT_03326,0
OUT_03327,2000
OUT_03328,2000
OUT_03329,0
OUT_03330,2000
OUT_03331,0
OUT_03332,0
OUT_03333,2000
OUT_03334,2000
OUT_03335,0
OUT_03336,0
OUT_03337,0
OUT_03338,0
OUT_03339,0
OUT_03340,0
OUT_03341,2000
OUT_03342,0
OUT_03343,0
OUT_03344,2000
OUT_03345,2000
OUT_03346,5000
OUT_03347,0
OUT_03348,0
OUT_03349,0
OUT_03350,0
OUT_03351,0
OUT_03352,0
OUT_03353,5000
OUT_03354,0
OUT_03355,0
OUT_03356,0
OUT_03357,0
OUT_03358,2000
OUT_03359,2000
OUT_03360,0
OUT_03361,0
OUT_03362,0
OUT_03363,0
OUT_03364,0
OUT_03365,0
OUT_03366,0
OUT_03367,0
OUT_03368,2000
OUT_03369,0
OUT_03370,0
OUT_03371,0
OUT_03372,0
OUT_03373,0
OUT_03374,0
OUT_03375,0
OUT_03376,0
OUT_03377,0
OUT_03378,0
OUT_03379,0
OUT_03380,0
OUT_03381,5000
OUT_03382,0
OUT_03383,2000
OUT_03384,0
OUT_03385,0
OUT_03386,0
OUT_03387,0
OUT_03388,0
OUT_03389,0
OUT_03390,0
OUT_03391,2000
OUT_03392,0
OUT_03393,0
OUT_03394,0
OUT_03395,2000
OUT_03396,0
OUT_03398,0
OUT_03399,0
OUT_03400,0
OUT_03401,0
OUT_03402,5000
OUT_03403,0
OUT_03404,0
OUT_03405,0
OUT_03406,0
OUT_03407,0
OUT_03408,0
OUT_03409,0
OUT_03410,0
OUT_03411,2000
OUT_03412,0
OUT_03413,2000
OUT_03414,2000
OUT_03415,5000
OUT_03416,0
OUT_03418,2000
OUT_03419,0
OUT_03420,0
OUT_03421,0
OUT_03422,0
OUT_03423,2000
OUT_03424,2000
OUT_03425,0
OUT_03426,0
OUT_03427,2000
OUT_03428,0
OUT_03429,0
OUT_03430,0
OUT_03431,0
OUT_03432,0
OUT_03433,0
OUT_03434,0
OUT_03435,0
OUT_03436,2000
OUT_03437,0
OUT_03438,0
OUT_03439,0
OUT_03440,0
OUT_03441,0
OUT_03442,0
OUT_03443,0
OUT_03444,2000
OUT_03445,0
OUT_03446,2000
OUT_03447,0
OUT_03448,0
OUT_03449,0
OUT_03450,0
OUT_03451,2000
OUT_03452,0
OUT_03453,0
OUT_03454,0
OUT_03455,2000
OUT_03456,0
OUT_03457,0
OUT_03458,2000
OUT_03459,0
OUT_03460,0
OUT_03461,0
OUT_03462,0
OUT_03463,0
OUT_03464,0
OUT_03465,0
OUT_03466,0
OUT_03467,2000
OUT_03468,0
OUT_03470,0
OUT_03471,0
OUT_03472,0
OUT_03473,0
OUT_03474,0
OUT_03475,0
OUT_03476,0
OUT_03477,0
OUT_03478,0
OUT_03479,0
OUT_03480,0
OUT_03481,0
OUT_03482,2000
OUT_03483,0
OUT_03484,5000
OUT_03485,0
OUT_03486,0
OUT_03487,0
OUT_03488,0
OUT_03489,0
OUT_03490,0
OUT_03491,0
OUT_03492,2000
OUT_03493,5000
OUT_03494,0
OUT_03495,0
OUT_03496,0
OUT_03497,0
OUT_03498,0
OUT_03499,0
OUT_03500,0
OUT_03501,0
OUT_03502,0
OUT_03503,0
OUT_03504,0
OUT_03505,0
OUT_03506,0
OUT_03507,0
OUT_03508,2000
OUT_03509,0
OUT_03510,0
OUT_03511,0
OUT_03512,0
OUT_03513,2000
OUT_03514,0
OUT_03515,0
OUT_03516,0
OUT_03517,0
OUT_03518,0
OUT_03519,2000
OUT_03520,0
OUT_03521,0
OUT_03522,0
OUT_03523,0
OUT_03524,0
OUT_03525,0
OUT_03526,0
OUT_03527,0
OUT_03528,0
OUT_03529,0
OUT_03530,0
OUT_03531,0
OUT_03532,0
OUT_03533,2000
OUT_03534,0
OUT_03535,0
OUT_03536,0
OUT_03537,0
OUT_03538,0
OUT_03539,0
OUT_03540,0
OUT_03541,0
OUT_03542,0
OUT_03543,0
OUT_03544,0
OUT_03545,0
OUT_03546,0
OUT_03547,0
OUT_03548,0
OUT_03549,5000
OUT_03550,0
OUT_03551,2000
OUT_03552,0
OUT_03553,0
OUT_03554,0
OUT_03555,0
OUT_03556,2000
OUT_03557,0
OUT_03558,0
OUT_03559,5000
OUT_03560,0
OUT_03561,0
OUT_03562,0
OUT_03563,0
OUT_03564,0
OUT_03565,0
OUT_03566,0
OUT_03567,0
OUT_03568,0
OUT_03569,2000
OUT_03570,2000
OUT_03571,2000
OUT_03572,2000
OUT_03573,0
OUT_03574,0
OUT_03575,2000
OUT_03576,0
OUT_03577,5000
OUT_03578,0
OUT_03579,2000
OUT_03580,0
OUT_03581,0
OUT_03582,0
OUT_03583,0
OUT_03584,0
OUT_03585,0
OUT_03586,0
OUT_03587,0
OUT_03588,0
OUT_03589,0
OUT_03590,0
OUT_03591,2000
OUT_03592,0
OUT_03593,0
OUT_03594,0
OUT_03595,0
OUT_03596,0
OUT_03597,0
OUT_03598,2000
OUT_03599,2000
OUT_03600,0
OUT_03601,0
OUT_03602,0
OUT_03603,0
OUT_03604,0
OUT_03605,0
OUT_03606,2000
OUT_03607,0
OUT_03608,0
OUT_03609,0
OUT_03610,0
OUT_03611,0
OUT_03612,0
OUT_03613,0
OUT_03614,0
OUT_03615,2000
OUT_03616,2000
OUT_03617,0
OUT_03618,0
OUT_03619,0
OUT_03620,0
OUT_03621,0
OUT_03622,2000
OUT_03623,0
OUT_03624,0
OUT_03625,0
OUT_03626,2000
OUT_03627,0
OUT_03628,0
OUT_03629,0
OUT_03630,0
OUT_03631,2000
OUT_03632,0
OUT_03633,0
OUT_03634,2000
OUT_03635,10000
OUT_03636,0
OUT_03637,0
OUT_03638,0
OUT_03639,0
OUT_03640,0
OUT_03641,0
OUT_03642,0
OUT_03643,0
OUT_03644,2000
OUT_03645,0
OUT_03646,2000
OUT_03647,0
OUT_03648,0
OUT_03649,0
OUT_03650,0
OUT_03651,5000
OUT_03652,0
OUT_03653,5000
OUT_03654,0
OUT_03655,0
OUT_03656,0
OUT_03657,0
OUT_03658,0
OUT_03659,0
OUT_03660,0
OUT_03661,0
OUT_03662,0
OUT_03663,0
OUT_03664,0
OUT_03665,2000
OUT_03666,0
OUT_03667,0
OUT_03668,0
OUT_03669,0
OUT_03670,0
OUT_03671,0
OUT_03672,0
OUT_03673,0
OUT_03674,0
OUT_03675,0
OUT_03676,5000
OUT_03677,0
OUT_03678,0
OUT_03679,0
OUT_03680,5000
OUT_03681,0
OUT_03682,0
OUT_03683,0
OUT_03684,0
OUT_03685,2000
OUT_03686,5000
OUT_03687,0
OUT_03688,0
OUT_03689,0
OUT_03690,0
OUT_03692,0
OUT_03693,0
OUT_03695,0
OUT_03696,0
OUT_03697,0
OUT_03698,0
OUT_03699,2000
OUT_03700,0
OUT_03701,2000
OUT_03702,0
OUT_03703,0
OUT_03704,0
OUT_03705,0
OUT_03706,0
OUT_03707,0
OUT_03708,0
OUT_03709,0
OUT_03710,0
OUT_03711,0
OUT_03712,0
OUT_03713,0
OUT_03714,0
OUT_03715,0
OUT_03716,0
OUT_03717,2000
OUT_03718,0
OUT_03719,2000
OUT_03720,0
OUT_03721,0
OUT_03722,0
OUT_03723,2000
OUT_03724,5000
OUT_03726,0
OUT_03727,0
OUT_03728,0
OUT_03729,0
OUT_03730,0
OUT_03731,0
OUT_03732,0
OUT_03733,0
OUT_03734,0
OUT_03735,0
OUT_03736,0
OUT_03737,0
OUT_03738,0
OUT_03739,2000
OUT_03740,0
OUT_03741,5000
OUT_03742,0
OUT_03743,0
OUT_03744,0
OUT_03745,0
OUT_03746,0
OUT_03747,0
OUT_03748,0
OUT_03749,0
OUT_03751,0
OUT_03752,0
OUT_03753,0
OUT_03754,2000
OUT_03755,0
OUT_03756,0
OUT_03758,0
OUT_03759,0
OUT_03760,0
OUT_03761,0
OUT_03762,0
OUT_03763,0
OUT_03764,2000
OUT_03766,5000
OUT_03767,0
OUT_03768,0
OUT_03769,0
OUT_03770,0
OUT_03771,0
OUT_03772,2000
OUT_03773,2000
OUT_03774,0
OUT_03775,0
OUT_03776,0
OUT_03777,0
OUT_03778,0
OUT_03779,0
OUT_03780,0
OUT_03781,0
OUT_03782,0
OUT_03783,0
OUT_03784,0
OUT_03785,0
OUT_03786,5000
OUT_03787,0
OUT_03788,0
OUT_03789,0
OUT_03790,0
OUT_03791,2000
OUT_03792,0
OUT_03793,0
OUT_03794,0
OUT_03795,0
OUT_03796,2000
OUT_03797,0
OUT_03798,0
OUT_03799,0
OUT_03800,0
OUT_03801,0
OUT_03802,0
OUT_03803,2000
OUT_03804,0
OUT_03805,0
OUT_03806,0
OUT_03807,0
OUT_03808,0
OUT_03809,0
OUT_03810,0
OUT_03811,0
OUT_03812,0
OUT_03813,0
OUT_03814,2000
OUT_03815,2000
OUT_03816,0
OUT_03817,0
OUT_03818,0
OUT_03819,0
OUT_03820,0
OUT_03821,0
OUT_03822,0
OUT_03823,0
OUT_03824,2000
OUT_03825,0
OUT_03826,0
OUT_03827,0
OUT_03828,0
OUT_03829,5000
OUT_03830,0
OUT_03831,2000
OUT_03832,0
OUT_03833,2000
OUT_03834,0
OUT_03835,0
OUT_03836,0
OUT_03837,0
OUT_03838,0
OUT_03839,0
OUT_03840,2000
OUT_03841,2000
OUT_03842,0
OUT_03843,0
OUT_03844,2000
OUT_03845,0
OUT_03846,0
OUT_03847,2000
OUT_03848,0
OUT_03849,2000
OUT_03850,0
OUT_03851,0
OUT_03853,0
OUT_03854,0
OUT_03855,0
OUT_03856,0
OUT_03857,0
OUT_03858,0
OUT_03859,0
OUT_03860,0
OUT_03861,2000
OUT_03862,0
OUT_03863,2000
OUT_03864,0
OUT_03865,0
OUT_03866,5000
OUT_03867,0
OUT_03868,0
OUT_03869,0
OUT_03870,0
OUT_03871,0
OUT_03872,0
OUT_03873,0
OUT_03874,0
OUT_03875,0
OUT_03876,0
OUT_03877,0
OUT_03878,2000
OUT_03879,0
OUT_03880,0
OUT_03881,0
OUT_03882,0
OUT_03883,0
OUT_03884,0
OUT_03885,5000
OUT_03886,0
OUT_03887,0
OUT_03888,0
OUT_03889,0
OUT_03890,2000
OUT_03891,0
OUT_03892,0
OUT_03893,2000
OUT_03894,0
OUT_03895,2000
OUT_03896,0
OUT_03897,0
OUT_03898,0
OUT_03899,0
OUT_03900,2000
OUT_03901,0
OUT_03902,2000
OUT_03903,0
OUT_03904,0
OUT_03905,0
OUT_03906,2000
OUT_03907,0
OUT_03908,0
OUT_03909,0
OUT_03910,2000
OUT_03911,5000
OUT_03912,0
OUT_03913,0
OUT_03914,0
OUT_03915,0
OUT_03916,2000
OUT_03917,0
OUT_03918,2000
OUT_03919,0
OUT_03920,2000
OUT_03922,0
OUT_03923,5000
OUT_03924,0
OUT_03925,0
OUT_03926,2000
OUT_03927,0
OUT_03928,2000
OUT_03929,0
OUT_03930,0
OUT_03931,0
OUT_03932,0
OUT_03933,0
OUT_03934,0
OUT_03935,0
OUT_03936,2000
OUT_03937,0
OUT_03938,0
OUT_03939,2000
OUT_03940,0
OUT_03941,2000
OUT_03942,0
OUT_03943,0
OUT_03944,5000
OUT_03945,0
OUT_03946,0
OUT_03947,0
OUT_03948,0
OUT_03949,0
OUT_03950,0
OUT_03951,0
OUT_03952,0
OUT_03953,0
OUT_03954,5000
OUT_03955,0
OUT_03956,0
OUT_03957,5000
OUT_03958,0
OUT_03959,5000
OUT_03960,2000
OUT_03961,0
OUT_03962,0
OUT_03963,0
OUT_03964,0
OUT_03965,2000
OUT_03966,0
OUT_03967,5000
OUT_03968,0
OUT_03969,0
OUT_03970,0
OUT_03971,0
OUT_03972,2000
OUT_03973,0
OUT_03974,0
OUT_03975,0
OUT_03976,0
OUT_03977,0
OUT_03978,0
OUT_03979,0
OUT_03980,2000
OUT_03981,0
OUT_03982,0
OUT_03983,2000
OUT_03984,0
OUT_03985,0
OUT_03986,2000
OUT_03987,0
OUT_03988,2000
OUT_03989,0
OUT_03990,0
OUT_03991,0
OUT_03992,0
OUT_03993,0
OUT_03994,2000
OUT_03995,0
OUT_03996,0
OUT_03997,0
OUT_03998,0
OUT_03999,5000
OUT_04000,0
OUT_04001,0
OUT_04002,0
OUT_04003,0
OUT_04004,0
OUT_04005,2000
OUT_04006,0
OUT_04008,0
OUT_04009,2000
OUT_04010,0
OUT_04011,0
OUT_04012,0
OUT_04013,2000
OUT_04014,0
OUT_04015,0
OUT_04016,0
OUT_04017,0
OUT_04018,0
OUT_04019,0
OUT_04020,0
OUT_04021,2000
OUT_04022,0
OUT_04023,0
OUT_04024,0
OUT_04025,0
OUT_04026,2000
OUT_04027,5000
OUT_04028,0
OUT_04029,0
OUT_04030,0
OUT_04031,0
OUT_04032,0
OUT_04033,0
OUT_04034,0
OUT_04035,0
OUT_04036,0
OUT_04037,0
OUT_04038,0
OUT_04039,0
OUT_04040,0
OUT_04041,0
OUT_04042,0
OUT_04043,0
OUT_04044,2000
OUT_04045,0
OUT_04046,0
OUT_04047,0
OUT_04048,2000
OUT_04049,0
OUT_04050,0
OUT_04051,0
OUT_04052,2000
OUT_04053,0
OUT_04054,0
OUT_04055,0
OUT_04056,5000
OUT_04057,0
OUT_04058,0
OUT_04059,2000
OUT_04060,0
OUT_04061,2000
OUT_04062,2000
OUT_04063,0
OUT_04064,2000
OUT_04065,0
OUT_04066,0
OUT_04067,0
OUT_04068,0
OUT_04069,0
OUT_04070,0
OUT_04071,2000
OUT_04072,0
OUT_04073,0
OUT_04074,0
OUT_04075,0
OUT_04076,0
OUT_04077,0
OUT_04078,0
OUT_04079,0
OUT_04080,0
OUT_04081,0
OUT_04082,0
OUT_04083,0
OUT_04084,0
OUT_04085,0
OUT_04086,0
OUT_04087,0
OUT_04088,0
OUT_04089,0
OUT_04090,0
OUT_04091,0
OUT_04092,0
OUT_04093,0
OUT_04094,0
OUT_04095,0
OUT_04096,0
OUT_04097,0
OUT_04098,0
OUT_04099,0
OUT_04100,0
OUT_04101,0
OUT_04102,2000
OUT_04104,0
OUT_04105,0
OUT_04106,0
OUT_04107,0
OUT_04108,2000
OUT_04109,0
OUT_04110,0
OUT_04111,0
OUT_04112,0
OUT_04113,0
OUT_04114,0
OUT_04115,0
OUT_04117,0
OUT_04118,0
OUT_04119,2000
OUT_04120,5000
OUT_04121,0
OUT_04122,0
OUT_04123,0
OUT_04124,0
OUT_04125,0
OUT_04126,0
OUT_04127,0
OUT_04128,2000
OUT_04129,0
OUT_04130,0
OUT_04131,2000
OUT_04132,0
OUT_04133,0
OUT_04134,0
OUT_04135,0
OUT_04136,2000
OUT_04137,0
OUT_04138,0
OUT_04139,2000
OUT_04140,0
OUT_04141,0
OUT_04142,2000
OUT_04143,2000
OUT_04144,2000
OUT_04145,0
OUT_04146,0
OUT_04147,0
OUT_04148,0
OUT_04149,0
OUT_04150,0
OUT_04151,0
OUT_04152,0
OUT_04153,0
OUT_04154,2000
OUT_04155,2000
OUT_04156,0
OUT_04157,0
OUT_04158,0
OUT_04159,0
OUT_04160,0
OUT_04161,5000
OUT_04162,0
OUT_04163,0
OUT_04164,0
OUT_04165,2000
OUT_04166,0
OUT_04167,0
OUT_04169,0
OUT_04170,0
OUT_04171,5000
OUT_04172,0
OUT_04173,0
OUT_04174,2000
OUT_04175,0
OUT_04176,0
OUT_04177,0
OUT_04178,0
OUT_04179,0
OUT_04180,0
OUT_04181,0
OUT_04182,0
OUT_04184,0
OUT_04185,0
OUT_04186,0
OUT_04187,0
OUT_04188,0
OUT_04189,0
OUT_04190,2000
OUT_04191,0
OUT_04192,0
OUT_04193,2000
OUT_04194,2000
OUT_04195,0
OUT_04196,2000
OUT_04197,2000
OUT_04198,0
OUT_04199,5000
OUT_04200,0
OUT_04201,0
OUT_04202,0
OUT_04203,0
OUT_04204,0
OUT_04205,0
OUT_04206,5000
OUT_04207,0
OUT_04208,0
OUT_04209,0
OUT_04210,0
OUT_04212,0
OUT_04213,2000
OUT_04214,0
OUT_04215,0
OUT_04216,0
OUT_04217,2000
OUT_04218,0
OUT_04219,0
OUT_04221,0
OUT_04222,0
OUT_04223,0
OUT_04224,0
OUT_04225,2000
OUT_04226,2000
OUT_04227,0
OUT_04228,2000
OUT_04229,0
OUT_04230,0
OUT_04231,0
OUT_04232,0
OUT_04233,2000
OUT_04234,0
OUT_04235,0
OUT_04236,0
OUT_04237,5000
OUT_04238,0
OUT_04239,2000
OUT_04240,0
OUT_04241,0
OUT_04242,0
OUT_04243,0
OUT_04244,0
OUT_04245,0
OUT_04246,0
OUT_04247,0
OUT_04248,0
OUT_04249,0
OUT_04250,2000
OUT_04251,2000
OUT_04252,2000
OUT_04253,0
OUT_04254,2000
OUT_04256,0
OUT_04257,0
OUT_04258,0
OUT_04259,0
OUT_04260,5000
OUT_04261,2000
OUT_04262,0
OUT_04263,0
OUT_04264,0
OUT_04265,0
OUT_04266,0
OUT_04267,0
OUT_04268,0
OUT_04269,2000
OUT_04270,0
OUT_04271,0
OUT_04272,0
OUT_04273,0
OUT_04274,0
OUT_04275,0
OUT_04276,0
OUT_04277,0
OUT_04278,0
OUT_04279,0
OUT_04280,0
OUT_04281,0
OUT_04282,0
OUT_04283,0
OUT_04284,0
OUT_04285,0
OUT_04286,0
OUT_04287,0
OUT_04288,0
OUT_04289,0
OUT_04290,0
OUT_04291,0
OUT_04292,0
OUT_04293,0
OUT_04294,0
OUT_04295,5000
OUT_04296,0
OUT_04297,0
OUT_04298,0
OUT_04299,0
OUT_04300,0
OUT_04301,0
OUT_04302,0
OUT_04303,0
OUT_04304,2000
OUT_04305,0
OUT_04306,0
OUT_04307,0
OUT_04308,0
OUT_04309,2000
OUT_04310,0
OUT_04311,0
OUT_04312,2000
OUT_04313,0
OUT_04314,0
OUT_04315,0
OUT_04316,0
OUT_04317,0
OUT_04318,0
OUT_04319,0
OUT_04320,2000
OUT_04321,0
OUT_04323,0
OUT_04324,0
OUT_04325,0
OUT_04326,0
OUT_04327,0
OUT_04328,2000
OUT_04329,0
OUT_04330,0
OUT_04331,0
OUT_04332,0
OUT_04333,0
OUT_04334,0
OUT_04335,2000
OUT_04336,0
OUT_04337,0
OUT_04338,0
OUT_04339,2000
OUT_04340,0
OUT_04341,2000
OUT_04342,2000
OUT_04343,0
OUT_04344,0
OUT_04345,0
OUT_04346,0
OUT_04347,2000
OUT_04348,0
OUT_04349,2000
OUT_04350,0
OUT_04351,0
OUT_04352,0
OUT_04353,0
OUT_04354,0
OUT_04355,0
OUT_04356,2000
OUT_04357,2000
OUT_04358,0
OUT_04359,2000
OUT_04360,0
OUT_04361,0
OUT_04362,0
OUT_04363,0
OUT_04364,0
OUT_04365,0
OUT_04366,0
OUT_04367,0
OUT_04368,5000
OUT_04369,0
OUT_04370,0
OUT_04371,0
OUT_04372,0
OUT_04373,0
OUT_04374,0
OUT_04375,0
OUT_04376,0
OUT_04377,0
OUT_04378,0
OUT_04379,0
OUT_04380,0
OUT_04381,0
OUT_04382,2000
OUT_04383,0
OUT_04384,0
OUT_04385,2000
OUT_04386,0
OUT_04387,0
OUT_04388,0
OUT_04389,0
OUT_04390,0
OUT_04391,0
OUT_04392,0
OUT_04393,2000
OUT_04394,0
OUT_04395,0
OUT_04396,0
OUT_04397,0
OUT_04398,0
OUT_04399,2000
OUT_04400,2000
OUT_04401,0
OUT_04402,2000
OUT_04403,0
OUT_04404,2000
OUT_04405,0
OUT_04407,0
OUT_04408,0
OUT_04409,2000
OUT_04410,0
OUT_04411,0
OUT_04412,0
OUT_04413,2000
OUT_04414,2000
OUT_04415,5000
OUT_04416,0
OUT_04417,0
OUT_04418,0
OUT_04419,0
OUT_04420,0
OUT_04421,0
OUT_04422,2000
OUT_04423,0
OUT_04424,0
OUT_04425,0
OUT_04426,0
OUT_04427,0
OUT_04428,0
OUT_04429,0
OUT_04430,0
OUT_04431,0
OUT_04432,0
OUT_04433,2000
OUT_04434,0
OUT_04435,2000
OUT_04436,2000
OUT_04437,2000
OUT_04438,2000
OUT_04439,0
OUT_04440,0
OUT_04441,0
OUT_04443,0
OUT_04444,0
OUT_04445,0
OUT_04446,0
OUT_04447,0
OUT_04448,0
OUT_04449,2000
OUT_04450,0
OUT_04451,0
OUT_04452,0
OUT_04453,0
OUT_04454,0
OUT_04455,0
OUT_04456,0
OUT_04457,0
OUT_04458,0
OUT_04459,0
OUT_04460,0
OUT_04461,0
OUT_04462,0
OUT_04463,0
OUT_04464,0
OUT_04465,0
OUT_04466,0
OUT_04467,0
OUT_04468,0
OUT_04469,0
OUT_04470,0
OUT_04471,2000
OUT_04472,0
OUT_04473,0
OUT_04474,0
OUT_04475,0
OUT_04476,0
OUT_04478,2000
OUT_04479,0
OUT_04480,2000
OUT_04482,0
OUT_04483,0
OUT_04484,0
OUT_04485,0
OUT_04486,0
OUT_04487,2000
OUT_04488,0
OUT_04489,2000
OUT_04490,0
OUT_04491,0
OUT_04492,2000
OUT_04493,0
OUT_04494,0
OUT_04495,0
OUT_04496,0
OUT_04497,0
OUT_04498,0
OUT_04499,0
OUT_04500,5000
OUT_04502,0
OUT_04503,0
OUT_04504,0
OUT_04505,0
OUT_04506,0
OUT_04507,2000
OUT_04508,0
OUT_04509,2000
OUT_04510,0
OUT_04511,0
OUT_04512,0
OUT_04513,0
OUT_04514,2000
OUT_04515,0
OUT_04516,0
OUT_04517,0
OUT_04518,0
OUT_04519,0
OUT_04520,2000
OUT_04521,0
OUT_04522,0
OUT_04523,2000
OUT_04524,0
OUT_04525,0
OUT_04526,2000
OUT_04527,0
OUT_04528,2000
OUT_04529,0
OUT_04531,0
OUT_04532,0
OUT_04533,2000
OUT_04534,0
OUT_04535,0
OUT_04536,0
OUT_04538,0
OUT_04539,0
OUT_04540,0
OUT_04541,0
OUT_04542,0
OUT_04543,0
OUT_04544,0
OUT_04545,0
OUT_04546,0
OUT_04547,0
OUT_04548,0
OUT_04549,0
OUT_04550,0
OUT_04551,0
OUT_04552,0
OUT_04553,0
OUT_04554,0
OUT_04555,0
OUT_04556,2000
OUT_04557,0
OUT_04558,0
OUT_04559,0
OUT_04560,2000
OUT_04561,0
OUT_04562,0
OUT_04563,0
OUT_04564,0
OUT_04565,0
OUT_04566,0
OUT_04567,0
OUT_04568,2000
OUT_04569,2000
OUT_04570,0
OUT_04571,0
OUT_04572,0
OUT_04573,0
OUT_04574,0
OUT_04575,0
OUT_04576,2000
OUT_04577,0
OUT_04578,0
OUT_04579,0
OUT_04580,0
OUT_04581,0
OUT_04582,0
OUT_04583,0
OUT_04584,0
OUT_04585,0
OUT_04586,0
OUT_04587,0
OUT_04588,0
OUT_04589,0
OUT_04590,0
OUT_04591,0
OUT_04592,0
OUT_04593,5000
OUT_04594,2000
OUT_04595,0
OUT_04597,0
OUT_04598,2000
OUT_04599,0
OUT_04600,0
OUT_04601,0
OUT_04602,0
OUT_04603,0
OUT_04604,0
OUT_04605,0
OUT_04606,2000
OUT_04607,0
OUT_04608,0
OUT_04609,5000
OUT_04610,2000
OUT_04612,2000
OUT_04613,2000
OUT_04614,0
OUT_04615,2000
OUT_04616,0
OUT_04617,0
OUT_04618,2000
OUT_04619,0
OUT_04620,2000
OUT_04621,0
OUT_04622,0
OUT_04623,0
OUT_04624,0
OUT_04625,0
OUT_04626,2000
OUT_04627,0
OUT_04628,0
OUT_04629,0
OUT_04630,0
OUT_04631,0
OUT_04632,0
OUT_04633,0
OUT_04634,0
OUT_04635,0
OUT_04636,0
OUT_04637,0
OUT_04638,0
OUT_04639,0
OUT_04640,5000
OUT_04641,2000
OUT_04642,0
OUT_04643,0
OUT_04644,2000
OUT_04645,2000
OUT_04646,2000
OUT_04647,0
OUT_04648,0
OUT_04649,0
OUT_04651,2000
OUT_04652,0
OUT_04653,0
